age,workclass,fnlwgt,education,education_no_of_years,marital_status,occupation,sex,capital_gain,capital_loss,working_hours_per_week,native_contienent,salary
20,Local-gov,325493,HS-grad,9,Never-married,Handlers-cleaners,Male,0,0,40,north_america,181212
47,Private,211239,Some-college,10,married,Craft-repair,Male,0,0,40,north_america,223169
44,Private,206686,Some-college,10,not_married,Adm-clerical,Female,0,0,40,north_america,212350
29,Private,427965,Bachelors,13,Never-married,Adm-clerical,Female,0,0,40,north_america,235412
52,Private,218550,Some-college,10,not_married,Adm-clerical,Female,14084,0,16,north_america,228182
71,Private,163385,Some-college,10,not_married,Sales,Male,0,0,35,north_america,266381
52,Private,124993,HS-grad,9,Never-married,Craft-repair,Male,0,0,55,north_america,73123
36,Private,107410,HS-grad,9,married,Sales,Male,0,0,40,north_america,245303
53,Private,152373,Some-college,10,not_married,Craft-repair,Male,0,0,48,north_america,176172
37,Private,161226,HS-grad,9,married,Other-service,Female,0,0,30,north_america,124296
26,Private,213799,10th,6,Never-married,Handlers-cleaners,Male,0,0,40,north_america,285906
34,Private,204461,Bachelors,13,married,Prof-specialty,Male,0,0,55,north_america,102140
35,Private,377798,Bachelors,13,Never-married,Prof-specialty,Male,0,0,50,north_america,281978
20,Private,116375,9th,5,Never-married,Sales,Female,0,0,40,north_america,50359
34,Local-gov,210164,Some-college,10,married,Craft-repair,Male,0,1740,40,north_america,246594
56,Self-emp-not-inc,258752,Bachelors,13,married,Exec-managerial,Male,0,0,60,north_america,277913
39,Private,327435,Bachelors,13,married,Prof-specialty,Female,0,0,36,north_america,118662
24,Private,301199,Some-college,10,Never-married,Tech-support,Female,0,0,20,north_america,286375
24,Private,186221,11th,7,not_married,Sales,Female,0,0,35,north_america,167553
23,Private,203924,Bachelors,13,Never-married,Prof-specialty,Male,0,0,50,north_america,56153
27,Private,192236,Bachelors,13,Never-married,Prof-specialty,Male,0,0,45,north_america,193162
25,Private,152035,HS-grad,9,Never-married,Adm-clerical,Female,0,0,40,north_america,99012
29,Private,201454,Some-college,10,Never-married,Adm-clerical,Female,0,0,40,north_america,39116
42,Private,156580,Some-college,10,married,Machine-op-inspct,Female,0,0,37,north_america,110127
51,Private,115851,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,260834
31,Private,106753,Assoc-voc,11,married,Craft-repair,Male,0,1740,40,north_america,180417
59,Private,359292,1st-4th,2,married,Machine-op-inspct,Male,0,0,40,north_america,150922
29,Private,83003,HS-grad,9,married,Other-service,Female,0,0,40,north_america,33844
18,Private,78817,HS-grad,9,Never-married,Adm-clerical,Female,0,0,20,north_america,179428
24,Private,200967,HS-grad,9,married,Craft-repair,Female,0,0,36,north_america,190617
38,State-gov,107164,Some-college,10,not_married,Exec-managerial,Male,0,0,40,north_america,201972
36,Private,189674,HS-grad,9,Never-married,Priv-house-serv,Female,0,0,28,other,93726
34,Self-emp-not-inc,90614,HS-grad,9,not_married,Exec-managerial,Male,0,0,50,north_america,109732
42,Self-emp-not-inc,323790,Bachelors,13,married,Exec-managerial,Male,0,1977,70,north_america,177123
45,Self-emp-not-inc,242552,12th,8,not_married,Craft-repair,Male,0,0,35,north_america,153017
21,Private,90935,Assoc-voc,11,Never-married,Transport-moving,Male,0,0,40,north_america,244128
64,Self-emp-inc,165667,Doctorate,16,married,Prof-specialty,Male,7688,0,60,north_america,54097
32,Private,162604,HS-grad,9,Never-married,Machine-op-inspct,Male,0,0,40,north_america,83339
45,Private,205424,Bachelors,13,Never-married,Prof-specialty,Male,0,0,40,north_america,164146
53,Private,97411,5th-6th,3,married,Machine-op-inspct,Male,0,0,40,asia,38664
42,Private,184857,HS-grad,9,married,Craft-repair,Male,0,0,16,north_america,279748
32,Private,165226,HS-grad,9,not_married,Other-service,Female,0,0,40,north_america,83109
49,Private,115784,HS-grad,9,married,Machine-op-inspct,Male,0,0,40,north_america,194448
62,Private,368476,5th-6th,3,married,Farming-fishing,Male,0,0,24,north_america,225230
28,Private,53063,Bachelors,13,married,Exec-managerial,Male,0,0,45,north_america,46144
29,Unknown,134566,Doctorate,16,married,Unknown,Male,0,0,50,north_america,249071
32,Private,153471,HS-grad,9,Never-married,Farming-fishing,Male,0,0,35,north_america,79824
37,Self-emp-inc,107164,10th,6,Never-married,Transport-moving,Male,0,2559,50,north_america,38047
38,Private,180303,Bachelors,13,married,Exec-managerial,Male,0,0,50,asia,282616
44,Local-gov,236321,HS-grad,9,not_married,Transport-moving,Male,0,0,25,north_america,151464
19,Private,141868,HS-grad,9,Never-married,Transport-moving,Male,0,0,40,north_america,62622
22,Unknown,367655,Some-college,10,Never-married,Unknown,Male,0,0,40,north_america,56687
24,Private,203518,Bachelors,13,Never-married,Prof-specialty,Female,0,0,40,north_america,235090
58,Private,119558,HS-grad,9,married,Exec-managerial,Male,0,0,50,north_america,248896
56,Private,108276,Bachelors,13,not_married,Other-service,Female,0,0,40,north_america,251494
37,Private,385452,10th,6,not_married,Craft-repair,Female,0,0,40,north_america,102719
43,Private,162003,Some-college,10,not_married,Machine-op-inspct,Male,0,0,40,north_america,46607
32,Private,349028,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,144183
34,Private,45114,Bachelors,13,Never-married,Sales,Female,0,0,40,north_america,224037
44,Private,112797,9th,5,not_married,Other-service,Female,0,0,50,north_america,65935
28,Private,183639,HS-grad,9,Never-married,Handlers-cleaners,Male,0,0,40,north_america,265305
35,Private,177121,HS-grad,9,not_married,Other-service,Female,0,0,35,north_america,290446
38,Private,239755,HS-grad,9,married,Machine-op-inspct,Male,0,0,40,north_america,191297
26,Private,150361,Some-college,10,Never-married,Tech-support,Female,0,0,40,north_america,173276
20,Private,293091,11th,7,Never-married,Transport-moving,Male,0,0,60,north_america,92839
24,Private,200089,HS-grad,9,married,Craft-repair,Male,0,0,60,north_america,160676
40,Private,91836,HS-grad,9,not_married,Craft-repair,Male,0,0,45,north_america,272567
23,Private,324960,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,north_america,58719
79,Local-gov,84616,11th,7,married,Exec-managerial,Male,0,0,7,north_america,83562
44,Private,252930,10th,6,not_married,Adm-clerical,Female,0,0,42,north_america,234891
51,Private,44000,Masters,14,married,Prof-specialty,Female,99999,0,50,north_america,70128
30,Private,154843,HS-grad,9,married,Machine-op-inspct,Male,0,0,40,north_america,232581
52,Private,99307,Assoc-acdm,12,married,Sales,Male,3103,0,48,north_america,287924
41,Private,182567,Bachelors,13,married,Exec-managerial,Male,0,0,40,other,225806
33,Private,93206,5th-6th,3,married,Farming-fishing,Male,0,0,40,asia,92033
50,Private,100109,Bachelors,13,not_married,Exec-managerial,Male,0,0,45,north_america,123308
51,Private,114927,Assoc-voc,11,married,Tech-support,Male,7298,0,40,north_america,44731
41,Private,121287,HS-grad,9,Never-married,Machine-op-inspct,Male,0,0,40,north_america,196715
35,Private,189916,Bachelors,13,married,Sales,Female,0,0,30,north_america,52764
34,Private,157747,Some-college,10,married,Exec-managerial,Male,7298,0,40,north_america,81727
28,Private,39232,Bachelors,13,Never-married,Prof-specialty,Male,0,0,45,north_america,167958
31,Self-emp-inc,133861,Assoc-voc,11,not_married,Sales,Male,0,0,40,north_america,102899
22,Private,505980,HS-grad,9,Never-married,Handlers-cleaners,Male,0,0,40,north_america,280203
67,Unknown,183374,HS-grad,9,not_married,Unknown,Female,2329,0,15,north_america,88387
65,Private,193216,HS-grad,9,married,Sales,Male,9386,0,40,north_america,241195
39,Self-emp-not-inc,140752,HS-grad,9,married,Sales,Male,0,0,50,north_america,225662
23,Private,549349,Some-college,10,Never-married,Tech-support,Male,0,0,40,north_america,253057
29,Self-emp-not-inc,179008,Assoc-acdm,12,married,Sales,Male,0,0,50,north_america,287059
57,Self-emp-not-inc,190554,10th,6,not_married,Exec-managerial,Male,0,0,60,north_america,172985
47,Private,80924,Some-college,10,not_married,Other-service,Female,0,0,35,north_america,262233
51,Local-gov,319054,HS-grad,9,married,Transport-moving,Male,0,0,60,north_america,251248
34,Private,297094,HS-grad,9,married,Handlers-cleaners,Male,0,0,40,north_america,291756
52,Private,170562,HS-grad,9,married,Exec-managerial,Male,0,0,60,north_america,44798
29,Private,240738,HS-grad,9,married,Prof-specialty,Male,0,0,40,north_america,136460
29,Private,297544,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,189768
25,Local-gov,169905,Some-college,10,married,Farming-fishing,Male,0,0,40,north_america,191189
21,Private,149637,Some-college,10,Never-married,Other-service,Female,0,0,40,north_america,112188
38,Private,182526,Bachelors,13,not_married,Prof-specialty,Female,0,0,40,north_america,180624
55,Self-emp-not-inc,158315,HS-grad,9,married,Sales,Male,0,0,50,north_america,238794
61,Self-emp-inc,227232,Bachelors,13,not_married,Sales,Female,0,0,30,north_america,249798
34,Private,96483,Assoc-acdm,12,Never-married,Adm-clerical,Female,8614,0,60,north_america,82534
41,Private,286970,Bachelors,13,married,Adm-clerical,Male,0,0,40,north_america,99794
27,Local-gov,223529,Assoc-voc,11,Never-married,Adm-clerical,Male,0,0,43,north_america,92067
78,Self-emp-not-inc,316261,Bachelors,13,Never-married,Exec-managerial,Male,99999,0,20,north_america,269307
40,Private,170214,HS-grad,9,married,Transport-moving,Male,0,0,40,north_america,104711
26,Self-emp-not-inc,224361,7th-8th,4,married,Transport-moving,Male,0,0,75,north_america,141510
43,Private,124919,HS-grad,9,married,Other-service,Male,0,0,60,asia,59344
55,Unknown,103654,HS-grad,9,not_married,Unknown,Female,0,0,20,north_america,105314
25,Private,306352,Assoc-voc,11,married,Tech-support,Male,0,0,40,north_america,142045
26,Self-emp-not-inc,227858,Some-college,10,Never-married,Other-service,Female,0,0,48,north_america,259458
43,Self-emp-inc,150533,HS-grad,9,married,Sales,Male,0,0,68,north_america,99707
25,Private,144478,Some-college,10,Never-married,Other-service,Male,0,0,40,europe,246594
22,Private,254547,Some-college,10,Never-married,Adm-clerical,Female,0,0,30,north_america,205996
52,Self-emp-not-inc,313243,HS-grad,9,married,Craft-repair,Male,0,0,55,north_america,66853
61,Private,149981,HS-grad,9,married,Adm-clerical,Female,2414,0,5,north_america,48537
42,Private,125461,Bachelors,13,Never-married,Sales,Male,0,0,40,north_america,252426
21,Private,306967,Assoc-voc,11,Never-married,Adm-clerical,Female,0,0,40,north_america,261160
44,Private,192976,HS-grad,9,married,Transport-moving,Male,0,0,40,north_america,198270
65,Private,192133,HS-grad,9,married,Craft-repair,Male,2290,0,40,europe,209417
56,Unknown,131608,HS-grad,9,not_married,Unknown,Male,0,0,10,north_america,100824
33,Federal-gov,339388,Assoc-acdm,12,not_married,Other-service,Male,0,0,40,north_america,263314
22,Private,203240,10th,6,Never-married,Adm-clerical,Female,0,0,40,north_america,252529
43,Private,83827,HS-grad,9,not_married,Machine-op-inspct,Female,0,0,24,north_america,114360
45,Self-emp-inc,160440,HS-grad,9,not_married,Exec-managerial,Male,0,0,42,north_america,96602
42,Private,108502,HS-grad,9,not_married,Sales,Female,0,0,42,north_america,134343
37,Private,410913,HS-grad,9,not_married,Farming-fishing,Male,0,0,40,north_america,187765
56,Private,193818,9th,5,not_married,Craft-repair,Male,0,0,40,north_america,79080
35,Unknown,163582,10th,6,not_married,Unknown,Female,0,0,16,other,51293
40,Private,103789,Assoc-acdm,12,not_married,Adm-clerical,Female,0,0,32,north_america,141674
31,Private,34572,Bachelors,13,married,Sales,Male,0,0,55,north_america,33355
26,Private,43408,Bachelors,13,married,Prof-specialty,Male,0,0,40,north_america,89621
26,State-gov,105787,Bachelors,13,Never-married,Prof-specialty,Male,0,0,40,north_america,184669
42,Self-emp-inc,90693,Bachelors,13,married,Exec-managerial,Male,0,0,70,north_america,139046
45,Self-emp-not-inc,285575,HS-grad,9,married,Exec-managerial,Male,0,0,40,asia,135089
47,Local-gov,56482,Some-college,10,married,Prof-specialty,Male,7688,0,50,north_america,223402
22,Private,496025,Some-college,10,married,Machine-op-inspct,Male,0,0,40,north_america,74612
33,Private,382764,Bachelors,13,Never-married,Exec-managerial,Male,0,0,40,north_america,111449
37,Private,259284,HS-grad,9,Never-married,Transport-moving,Male,0,0,50,north_america,55810
48,Self-emp-not-inc,185385,HS-grad,9,married,Farming-fishing,Male,0,0,98,north_america,224542
57,Self-emp-not-inc,286836,10th,6,married,Craft-repair,Male,0,0,8,north_america,201258
47,Private,139145,Some-college,10,not_married,Adm-clerical,Female,0,0,60,north_america,85888
58,Local-gov,44246,9th,5,married,Transport-moving,Male,0,0,40,north_america,219505
55,Private,169611,11th,7,not_married,Adm-clerical,Female,0,0,40,north_america,45503
52,Private,133403,Some-college,10,married,Craft-repair,Male,0,0,55,north_america,153024
29,Private,187327,Bachelors,13,Never-married,Prof-specialty,Male,0,0,40,north_america,201641
42,Private,180032,Masters,14,Never-married,Prof-specialty,Female,0,0,40,north_america,43046
23,Private,46561,HS-grad,9,not_married,Craft-repair,Male,0,0,60,north_america,264564
23,Private,86065,12th,8,Never-married,Other-service,Female,0,0,30,north_america,189957
46,Self-emp-not-inc,256014,Assoc-voc,11,married,Exec-managerial,Male,0,0,60,north_america,83153
30,Private,188403,Some-college,10,Never-married,Machine-op-inspct,Male,0,0,40,north_america,105044
43,Self-emp-not-inc,396758,Bachelors,13,married,Prof-specialty,Female,0,1887,70,north_america,291087
25,Private,60485,Some-college,10,Never-married,Adm-clerical,Female,0,0,30,north_america,30960
32,Private,271276,HS-grad,9,married,Transport-moving,Male,0,0,80,north_america,44751
56,Private,229525,9th,5,married,Transport-moving,Male,0,0,40,north_america,116119
33,Private,34574,HS-grad,9,married,Transport-moving,Male,0,0,43,north_america,156755
19,State-gov,112432,Some-college,10,Never-married,Adm-clerical,Male,0,0,10,north_america,139306
20,Private,105312,Some-college,10,Never-married,Sales,Female,0,0,18,north_america,205274
34,Private,221396,Some-college,10,married,Adm-clerical,Male,0,0,40,north_america,85120
34,Private,304872,9th,5,not_married,Other-service,Female,0,0,40,north_america,235034
55,Self-emp-not-inc,319733,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,212221
55,Private,176012,9th,5,married,Tech-support,Female,0,0,23,north_america,285303
31,Private,213750,Some-college,10,Never-married,Sales,Male,0,0,45,north_america,120840
30,Private,248384,HS-grad,9,not_married,Other-service,Female,0,0,40,north_america,200918
31,Private,351187,HS-grad,9,not_married,Other-service,Male,0,0,40,north_america,49908
51,Private,138179,HS-grad,9,not_married,Machine-op-inspct,Male,0,1876,40,north_america,138968
59,Private,50223,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,206818
58,Private,117477,HS-grad,9,not_married,Adm-clerical,Female,0,0,36,north_america,154682
40,Private,194360,9th,5,married,Handlers-cleaners,Male,0,0,40,north_america,209016
54,Private,118108,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,112449
25,Local-gov,90730,Bachelors,13,married,Prof-specialty,Male,0,1977,40,north_america,151921
18,Self-emp-inc,38307,11th,7,Never-married,Farming-fishing,Male,0,0,30,north_america,281119
41,Private,116391,Some-college,10,married,Craft-repair,Male,0,0,40,north_america,185799
57,Private,210496,10th,6,not_married,Other-service,Female,0,0,40,north_america,151189
37,Private,168475,HS-grad,9,married,Exec-managerial,Male,0,0,40,north_america,100077
46,Private,174386,HS-grad,9,Never-married,Other-service,Female,0,0,24,north_america,83740
39,Private,166744,HS-grad,9,Never-married,Other-service,Female,0,0,38,north_america,285840
19,Private,375114,HS-grad,9,Never-married,Craft-repair,Female,0,0,40,north_america,146907
41,Private,373469,Assoc-acdm,12,married,Machine-op-inspct,Male,0,0,40,north_america,235593
54,Private,339667,HS-grad,9,Never-married,Adm-clerical,Male,0,0,41,north_america,226846
39,Private,91711,Masters,14,married,Exec-managerial,Male,0,0,40,north_america,158316
41,Private,82049,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,250079
26,Private,236242,Prof-school,15,Never-married,Prof-specialty,Female,0,0,30,north_america,186093
57,Self-emp-inc,140319,HS-grad,9,married,Adm-clerical,Male,0,0,50,north_america,201959
33,Local-gov,34080,Some-college,10,married,Protective-serv,Male,0,0,40,north_america,177293
56,Private,204816,Some-college,10,married,Exec-managerial,Male,0,0,40,north_america,61731
60,Private,187124,HS-grad,9,married,Machine-op-inspct,Male,0,0,40,north_america,277438
22,Private,72310,HS-grad,9,Never-married,Transport-moving,Male,0,0,70,north_america,51270
58,Private,175127,12th,8,married,Transport-moving,Male,0,0,40,north_america,295929
48,Federal-gov,205707,Masters,14,not_married,Exec-managerial,Female,10520,0,50,north_america,147843
45,Local-gov,236586,Masters,14,married,Prof-specialty,Male,7688,0,55,north_america,37170
18,Private,71792,HS-grad,9,Never-married,Sales,Female,0,0,40,north_america,89405
56,Private,87584,HS-grad,9,not_married,Other-service,Female,0,0,40,north_america,69264
48,Self-emp-inc,136878,HS-grad,9,married,Craft-repair,Male,0,0,60,north_america,210881
40,Private,287983,Bachelors,13,Never-married,Tech-support,Female,0,2258,48,asia,35132
38,Private,110607,HS-grad,9,not_married,Other-service,Male,0,0,32,north_america,256056
58,Private,109015,Some-college,10,not_married,Adm-clerical,Female,0,0,40,north_america,215378
23,Private,235071,Some-college,10,Never-married,Exec-managerial,Male,0,0,50,north_america,135468
63,Private,88653,Some-college,10,married,Prof-specialty,Male,0,0,40,other,214026
51,Private,332243,Bachelors,13,not_married,Prof-specialty,Male,0,0,45,north_america,80046
22,Unknown,291547,5th-6th,3,married,Unknown,Female,0,0,40,north_america,221498
44,Private,45093,HS-grad,9,married,Farming-fishing,Male,0,0,70,north_america,266368
46,Federal-gov,161337,Some-college,10,not_married,Tech-support,Male,0,0,40,north_america,248690
64,State-gov,211222,Bachelors,13,married,Adm-clerical,Male,0,0,40,north_america,162480
32,Private,295117,Bachelors,13,married,Exec-managerial,Male,0,0,40,europe,228155
31,Private,206541,Some-college,10,married,Adm-clerical,Male,0,0,40,north_america,164518
36,Private,238415,Assoc-voc,11,married,Sales,Male,0,0,50,north_america,136935
21,Private,29810,HS-grad,9,Never-married,Other-service,Female,0,0,50,north_america,262693
30,Private,108023,Some-college,10,married,Craft-repair,Male,0,0,40,north_america,280705
31,Private,114324,Assoc-voc,11,Never-married,Other-service,Female,0,0,40,north_america,118540
54,Private,172281,HS-grad,9,married,Transport-moving,Male,0,2051,50,north_america,240460
59,Local-gov,197290,9th,5,married,Other-service,Male,0,0,40,north_america,94651
28,Local-gov,191177,Masters,14,married,Prof-specialty,Female,0,0,20,north_america,154836
57,Private,562558,HS-grad,9,not_married,Adm-clerical,Female,0,0,40,north_america,60426
44,Private,79531,HS-grad,9,married,Craft-repair,Male,0,0,45,north_america,72280
53,Self-emp-inc,157881,Some-college,10,not_married,Exec-managerial,Male,0,0,60,north_america,62139
58,Self-emp-not-inc,204816,Some-college,10,married,Exec-managerial,Male,0,0,60,north_america,196037
19,Private,185695,Some-college,10,Never-married,Other-service,Female,0,0,20,north_america,57649
39,Self-emp-inc,167482,Assoc-acdm,12,married,Exec-managerial,Male,0,0,50,north_america,141552
31,Self-emp-inc,83748,Some-college,10,married,Exec-managerial,Female,0,0,70,other,233760
27,Private,39232,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,123586
46,Local-gov,236827,9th,5,not_married,Other-service,Female,0,0,40,north_america,66354
37,Self-emp-not-inc,154410,Masters,14,Never-married,Exec-managerial,Male,0,0,40,north_america,52095
27,Private,135308,Bachelors,13,Never-married,Sales,Female,0,0,40,north_america,291785
33,Private,204042,Some-college,10,Never-married,Transport-moving,Male,0,0,55,north_america,111901
20,Private,308239,Some-college,10,Never-married,Other-service,Male,0,0,16,north_america,274279
55,Private,183884,HS-grad,9,not_married,Craft-repair,Male,0,0,45,north_america,269223
39,Private,98948,Assoc-acdm,12,Never-married,Sales,Female,0,0,40,north_america,54129
41,Private,141642,HS-grad,9,Never-married,Other-service,Female,0,0,40,north_america,157125
30,Private,162623,Bachelors,13,Never-married,Prof-specialty,Female,0,0,40,north_america,97403
39,Self-emp-inc,186934,Bachelors,13,not_married,Sales,Male,0,0,40,north_america,269264
28,Private,179512,HS-grad,9,not_married,Exec-managerial,Female,0,0,50,north_america,175017
25,Private,391192,Some-college,10,Never-married,Sales,Male,0,0,24,north_america,250242
31,Private,87054,HS-grad,9,married,Craft-repair,Male,0,0,50,north_america,80579
51,Private,30008,HS-grad,9,married,Transport-moving,Male,0,0,60,north_america,40958
24,Private,113466,Bachelors,13,Never-married,Adm-clerical,Male,0,0,40,north_america,210830
70,Private,642830,HS-grad,9,not_married,Protective-serv,Female,0,0,32,north_america,236616
23,Private,182117,Some-college,10,Never-married,Adm-clerical,Male,0,0,40,north_america,285675
61,Private,162432,HS-grad,9,not_married,Exec-managerial,Female,0,0,40,north_america,215411
45,Self-emp-not-inc,242184,7th-8th,4,married,Exec-managerial,Male,0,0,55,north_america,129950
47,Private,170850,HS-grad,9,married,Handlers-cleaners,Male,4064,0,60,north_america,186947
56,Private,435022,Some-college,10,not_married,Other-service,Female,0,0,50,north_america,130839
79,Private,120707,Doctorate,16,married,Prof-specialty,Male,20051,0,35,north_america,213454
20,Private,170800,Some-college,10,Never-married,Adm-clerical,Female,0,0,15,north_america,258727
30,Private,268575,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,asia,112619
27,Private,269354,Bachelors,13,married,Sales,Male,0,0,25,other,244993
40,Private,224232,Bachelors,13,married,Sales,Male,0,0,40,north_america,157519
60,Unknown,153072,HS-grad,9,married,Unknown,Male,0,0,5,north_america,187837
58,Private,177368,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,295891
71,Self-emp-not-inc,163293,Prof-school,15,married,Farming-fishing,Male,0,0,2,north_america,33801
50,Private,178530,Prof-school,15,married,Prof-specialty,Male,0,0,60,north_america,161534
29,Local-gov,183523,Some-college,10,Never-married,Exec-managerial,Male,0,0,40,asia,193668
33,Private,207267,10th,6,not_married,Other-service,Female,3418,0,35,north_america,137632
60,State-gov,27037,HS-grad,9,married,Protective-serv,Male,0,0,40,north_america,289040
33,Private,176711,Assoc-acdm,12,Never-married,Adm-clerical,Male,0,0,50,north_america,175009
43,Private,163215,Bachelors,13,married,Other-service,Female,0,0,35,other,161529
33,Private,394727,10th,6,Never-married,Handlers-cleaners,Male,0,0,40,north_america,76348
33,Private,195488,HS-grad,9,married,Adm-clerical,Female,0,0,52,north_america,52553
32,State-gov,443546,HS-grad,9,married,Protective-serv,Male,0,0,45,north_america,172382
21,Private,121023,Some-college,10,Never-married,Other-service,Female,0,0,9,north_america,281106
38,Private,51838,HS-grad,9,married,Prof-specialty,Female,0,0,40,north_america,40744
38,Private,258888,Some-college,10,married,Adm-clerical,Female,0,0,35,north_america,148806
39,State-gov,189385,Some-college,10,not_married,Exec-managerial,Female,0,0,30,north_america,180285
17,Private,198146,11th,7,Never-married,Sales,Female,0,0,15,north_america,251767
21,Private,337766,Some-college,10,married,Adm-clerical,Male,0,0,40,north_america,108847
42,Private,210525,Some-college,10,married,Tech-support,Male,0,0,20,north_america,236474
42,Private,185602,HS-grad,9,married,Exec-managerial,Female,0,0,40,north_america,295935
36,Private,173804,11th,7,not_married,Other-service,Female,0,0,40,north_america,125518
32,Private,251243,Some-college,10,not_married,Exec-managerial,Female,0,0,50,north_america,198183
37,Self-emp-not-inc,415847,Bachelors,13,married,Prof-specialty,Male,0,0,40,north_america,90956
28,Private,119793,Bachelors,13,Never-married,Sales,Male,0,0,40,north_america,89928
37,Private,181705,Assoc-voc,11,married,Craft-repair,Male,0,0,40,north_america,179187
50,Private,182360,HS-grad,9,not_married,Prof-specialty,Female,0,0,60,north_america,226645
49,Private,61885,11th,7,married,Craft-repair,Male,0,0,40,north_america,202197
40,Private,146520,Masters,14,married,Exec-managerial,Male,0,0,40,north_america,87331
40,Private,323790,Some-college,10,married,Other-service,Male,0,0,40,north_america,182458
49,Private,146268,Some-college,10,married,Craft-repair,Male,0,0,40,north_america,146749
35,Federal-gov,287031,Masters,14,Never-married,Exec-managerial,Male,8614,0,40,north_america,155085
33,Local-gov,292217,HS-grad,9,not_married,Protective-serv,Male,0,0,40,north_america,55036
24,Private,88126,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,north_america,176420
41,Private,143046,Masters,14,Never-married,Adm-clerical,Female,0,0,40,north_america,230209
43,Private,401623,Some-college,10,married,Tech-support,Male,0,0,40,north_america,94763
36,Self-emp-not-inc,283122,HS-grad,9,married,Farming-fishing,Male,0,1902,60,north_america,73413
84,Self-emp-not-inc,155057,Bachelors,13,married,Farming-fishing,Male,0,0,20,north_america,267524
23,Private,260254,HS-grad,9,Never-married,Sales,Male,0,0,40,north_america,116898
41,Private,152292,Bachelors,13,married,Prof-specialty,Male,0,0,50,north_america,188400
55,Self-emp-inc,138594,HS-grad,9,married,Exec-managerial,Male,0,1977,45,north_america,46593
30,Self-emp-not-inc,523095,Some-college,10,Never-married,Craft-repair,Male,0,0,45,north_america,238102
46,Private,175262,Assoc-acdm,12,married,Adm-clerical,Male,0,0,40,asia,131720
55,Private,323706,Some-college,10,married,Exec-managerial,Male,0,1902,40,north_america,42770
34,Private,316470,Some-college,10,Never-married,Adm-clerical,Male,0,0,40,north_america,125000
54,Self-emp-not-inc,163815,Masters,14,not_married,Sales,Male,0,0,60,north_america,284354
27,Private,72208,Some-college,10,Never-married,Adm-clerical,Male,0,0,40,north_america,298922
52,Local-gov,74784,Masters,14,married,Prof-specialty,Female,0,0,40,north_america,250576
36,Private,383518,Some-college,10,married,Adm-clerical,Female,99999,0,40,north_america,159541
25,Self-emp-not-inc,266668,HS-grad,9,Never-married,Prof-specialty,Male,0,0,40,north_america,210836
52,Private,347519,Bachelors,13,married,Exec-managerial,Male,0,0,55,north_america,275477
24,Private,336088,HS-grad,9,not_married,Exec-managerial,Female,0,0,50,north_america,212835
36,Private,190350,HS-grad,9,Never-married,Adm-clerical,Female,0,0,40,north_america,205003
31,Private,204052,HS-grad,9,married,Handlers-cleaners,Male,0,0,40,north_america,115725
66,Unknown,31362,Some-college,10,married,Unknown,Male,0,0,20,north_america,184501
90,Self-emp-not-inc,155981,Bachelors,13,married,Prof-specialty,Male,10566,0,50,north_america,198597
67,Private,195161,Masters,14,married,Prof-specialty,Male,20051,0,60,north_america,289763
22,Self-emp-inc,269583,7th-8th,4,married,Craft-repair,Male,2580,0,40,north_america,246330
47,Private,26994,Some-college,10,not_married,Adm-clerical,Female,0,0,35,north_america,94849
32,Private,116539,Bachelors,13,married,Exec-managerial,Male,0,1887,55,north_america,248145
55,Self-emp-not-inc,189933,7th-8th,4,married,Farming-fishing,Male,0,0,50,north_america,255667
32,Private,101283,HS-grad,9,Never-married,Handlers-cleaners,Female,0,0,35,north_america,172513
48,Private,113598,Some-college,10,not_married,Adm-clerical,Female,0,0,40,north_america,227939
21,Private,188793,HS-grad,9,married,Sales,Male,0,0,35,north_america,252848
33,Private,109996,Assoc-acdm,12,not_married,Prof-specialty,Female,0,0,40,north_america,122573
27,Private,195681,Some-college,10,Never-married,Prof-specialty,Female,0,0,48,other,39189
47,Private,436770,Assoc-voc,11,Never-married,Prof-specialty,Female,0,0,40,north_america,277961
18,Private,84253,11th,7,Never-married,Other-service,Female,0,0,24,north_america,269962
44,Self-emp-inc,383493,HS-grad,9,married,Craft-repair,Male,0,0,60,north_america,99091
23,Private,216867,Some-college,10,Never-married,Craft-repair,Male,0,0,37,north_america,271828
18,Private,401051,10th,6,Never-married,Sales,Female,0,0,35,north_america,243859
56,Private,83196,HS-grad,9,married,Exec-managerial,Male,0,0,50,north_america,239912
24,Private,325596,Bachelors,13,Never-married,Adm-clerical,Male,0,0,35,north_america,274428
43,Private,187322,Bachelors,13,married,Craft-repair,Male,0,0,40,north_america,248978
23,Private,193949,Bachelors,13,Never-married,Sales,Female,0,0,60,north_america,276049
26,Private,133373,Some-college,10,Never-married,Sales,Male,0,0,42,north_america,113209
